OHARA	SFSL5
OHARA	SFPL51
OHARA	SBSL7
OHARA	SNSL5
OHARA	STIL6
OHARA	STIL1
OHARA	SBAL14
OHARA	STIL25
OHARA	SBAL35
OHARA	STIM5
OHARA	SBSM2
OHARA	SBSM4
OHARA	STIM2
OHARA	STIM22
OHARA	SLAL54
OHARA	SBAH10
OHARA	STIM25
OHARA	STIM28
OHARA	SLAL9
OHARA	SLAL8
OHARA	STIH1
OHARA	SLAM2
OHARA	SLAM7
OHARA	STIH4
OHARA	STIH11
OHARA	SLAH51
OHARA	SLAH64
OHARA	STIH6
OHARA	SLAH53
OHARA	STIH53
OHARA	SLAH58
OHARA	SNPH2
